母语代码,对应学习者代码,对应学习者篇名,作文文件名,网页文章ID,作文题目,体裁,网站体裁,学段,年级,发布日期,来源类型,来源URL,主题匹配层级,主题匹配得分,正文汉字数,目标汉字数,目标篇幅相对偏差,目标篇幅标准差偏差,篇幅范围扩展样本,学段扩展样本,年代扩展样本,正文SHA256,审核状态
NJ1,J1,记对我影响最大的一个人,NJ1_025,1473525,触动心灵的爱,记叙文,写人作文,高中,高一,2010-04-09,作文网,https://www.zuowen.com/e/20100409/4bbea5eb0e860.shtml,扩展,57,540,415,0.30120481927710846,1.4546607963119353,False,False,False,484383437d904020ffdd49cdb88861fd069950383528c5b4059e31a8b7a40794,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_026,2929895,[母亲节征文]我的天使母亲,记叙文,写人作文,高中,高二,2016-09-06,作文网高中作文文库（作文网原创）,https://www.zuowen.com/e/20160906/57ce760f3f6c2.shtml,扩展,60,546,487,0.12114989733059549,0.6865998958592335,False,False,True,94b1e6b57c3309f22012e97daa8fe6408aeeb08a3e683a94d083ee7fd4463290,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_027,860348,我的妈妈,记叙文,写人作文,高中,高三,2009-08-23,网络资源,https://www.zuowen.com/e/20090823/4b8bce5508b78.shtml,扩展,64,548,428,0.2803738317757009,1.396474364459458,False,False,False,9e97e24f940ca14123af7f98002dd983fcfc823325b7083c2e4bcba49367f461,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_028,863584,再次站起来,记叙文,写人作文,高中,高三,2009-08-24,网络资源,https://www.zuowen.com/e/20090824/4b8bce5e8e15b.shtml,扩展,58,548,431,0.271461716937355,1.3615625053479716,False,False,False,a703017fd987ec6da22c61faec7e683a2a31720d54d61bbc388092a2ad1d767c,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_029,863645,妈妈送的三句话,记叙文,写人作文,高中,高三,2009-08-24,网络资源,https://www.zuowen.com/e/20090824/4b8bce5eb2b82.shtml,扩展,57,548,442,0.2398190045248869,1.2335523552725212,False,False,False,ba7fb14905e1fed38f4da05bb83121c6b6182453f8d5ce7188e2ac6e106ec5ef,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_030,502421,父亲不知道,记叙文,写人作文,高中,高三,2009-05-19,网络资源,https://www.zuowen.com/e/20090519/4b8bca48d0735.shtml,扩展,53,553,448,0.234375,1.2219150689020257,False,False,False,40e9f6bed69c34f964e1cba1f2910003bfec7de8059cb46f67201dc70f532151,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_031,967157,我的母亲,记叙文,写人作文,高中,高三,2009-09-09,网络资源,https://www.zuowen.com/e/20090909/4b8bcf86d4629.shtml,扩展,61,564,456,0.23684210526315788,1.2568269280135123,False,False,False,b9d27a71862a2b973b1512abb92a57b317c32132ec169e292d4fdb23ede27001,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_032,1030981,走进老师,记叙文,写人作文,高中,高三,2009-09-22,网络资源,https://www.zuowen.com/e/20090922/4b8bd31bf2eef.shtml,扩展,61,565,463,0.2203023758099352,1.1870032097905392,False,False,False,60d9c4c2a4350a36e03a3fbdf02c807a6ae657ae0ec7d5621a688d05a0ef4e4a,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_033,983928,母亲的眼泪,记叙文,写人作文,高中,高二,2009-09-12,网络资源,https://www.zuowen.com/e/20090912/4b8bcfb6cba77.shtml,扩展,63,568,472,0.2033898305084746,1.1171794915675664,False,False,False,9375860485b30a0ccf1f2ff568cee06abd66554af3a508ed93dcf072b215ff7c,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_034,947577,一瞬间的友谊,记叙文,写人作文,高中,高三,2009-09-06,网络资源,https://www.zuowen.com/e/20090906/4b8bcf50e4a7a.shtml,近似,84,596,382,0.5602094240837696,2.490379283286033,False,False,False,8e46cf20a005dd266f6216bd2ee54728ac7ed25726980168f1ce8200f4ed555c,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_035,2944254,我有一个榜样,记叙文,写人作文,高中,高一,2017-04-18,作文网高中作文文库（作文网原创）,https://www.zuowen.com/e/20170418/58f5a3acafabd.shtml,近似,86,604,435,0.38850574712643676,1.9667013966137366,False,False,True,69a7f09a155369a6877248749a1beaae388b675e75d2989706b7ed2eef8666f5,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_036,778928,妈妈的患者,记叙文,写人作文,高中,高三,2009-08-04,网络资源,https://www.zuowen.com/e/20090804/4b8bcd6a549ec.shtml,近似,86,605,391,0.5473145780051151,2.490379283286033,False,False,False,07350fe89e70e7b01894c95dc224396e54cc34573152c8937ba56f1bc99b844f,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_037,1002999,爸爸的来信,记叙文,写人作文,高中,高二,2009-09-16,网络资源,https://www.zuowen.com/e/20090916/4b8bcfecc6b7b.shtml,扩展,58,605,497,0.21730382293762576,1.2568269280135123,False,False,False,8ca1b6d64d0487bdd4aa15e4195e3201517e297f00671a58b1b0b70301cfd6b6,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_038,2172734,他,记叙文,写人作文,高中,高二,2012-02-01,作文网原创,https://www.zuowen.com/e/20120201/4f28bbb871df9.shtml,扩展,59,613,513,0.1949317738791423,1.1637286370495483,False,False,False,2e138894af7a59f5a6eda9986aa531f1a559a3cfcf75c0a45a1fb850780932cf,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_039,870634,想起奶奶,记叙文,写人作文,高中,高二,2009-08-25,网络资源,https://www.zuowen.com/e/20090825/4b8bce72e4555.shtml,近似,87,618,404,0.5297029702970297,2.490379283286033,False,False,False,f12e2d8099e2bc13fedeeba0c98794367954b0cb2f689e39ff16c806448c3b09,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_040,2922274,影响,记叙文,写人作文,高中,高一,2016-06-27,作文网原创,https://www.zuowen.com/e/20160627/5771006e29cab.shtml,精确,117,627,376,0.6675531914893617,2.9209588789943663,False,False,True,0a849c53bbc1aac5f281bc8de6240868298e2c6f89f09ddffd0738ee472e7a5b,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_041,1794789,恩师,记叙文,写人作文,高中,高一,2010-12-27,作文网,https://www.zuowen.com/e/20101227/4d1848356dd20.shtml,精确,117,645,374,0.7245989304812834,3.153704606404276,False,False,False,b0c8fcb33d3e27fc57e0faa9cb1a448140621afc2a35b096258802dde6dc8191,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_042,980943,妈妈,记叙文,写人作文,高中,高二,2009-09-11,网络资源,https://www.zuowen.com/e/20090911/4b8bcfae50332.shtml,扩展,61,665,557,0.19389587073608616,1.2568269280135123,False,False,False,91a40a383a1078fa0f4f35c677a2d4a5efe146e390f0d68d32680d1b643c9f90,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_043,987594,母亲节,记叙文,写人作文,高中,高二,2009-09-13,网络资源,https://www.zuowen.com/e/20090913/4b8bcfc1c01a8.shtml,扩展,63,665,535,0.24299065420560748,1.5128472281644127,False,False,False,6f2abfde9bd73e088dd27909399f06ac03840a42dcfcaeaf423a41a0cc156676,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_044,868147,我的两位母亲,记叙文,写人作文,高中,高二,2009-08-24,网络资源,https://www.zuowen.com/e/20090824/4b8bce6c10e30.shtml,扩展,61,672,586,0.14675767918088736,1.0008066278626115,False,False,False,e1970d0da8e7b17ce1b73671b22b18acaa645902093797be87ff5f60beab1af5,自动筛选通过，待全文人工复核
NJ1,J1,记对我影响最大的一个人,NJ1_045,2506157,当姐姐的感觉,记叙文,写人作文,高中,高一,2013-08-15,作文网原创,https://www.zuowen.com/e/20130815/520ce42100b7c.shtml,精确,111,752,483,0.556935817805383,3.130430033663285,True,False,True,a87375f0e7166bdf4d9cd4f37e9cb18cdc94fb0f132fd458ca4fad6cd880b035,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_001,2779947,初三的阳光,记叙文,叙事作文,高中,高一,2015-07-14,作文网原创,https://www.zuowen.com/e/20150714/55a4b24ea0107.shtml,宽泛,36,236,204,0.1568627450980392,0.3887150938268874,False,False,True,54ebcb2e56b982099e0cc9a7b38c153aae87b681c974a39c035dee887a0b2e4d,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_002,2748665,记忆是美好的,记叙文,叙事作文,高中,高一,2015-02-13,作文网原创,https://www.zuowen.com/e/20150213/54dd71c6bc82c.shtml,宽泛,39,314,296,0.060810810810810814,0.21865224027762417,False,False,True,0acf2f043c5c62aebd8bce16eb7c57b3c9bb46d472ef83108bc5bffeaf0fd209,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_003,2309825,在快乐中成长,记叙文,叙事作文,高中,高三,2012-08-27,作文网原创,https://www.zuowen.com/e/20120827/503afa992eeba.shtml,宽泛,31,327,287,0.13937282229965156,0.4858938672836092,False,False,False,f4b94305368b00bdb9097af8cf854a4047976b9a4e4b3c82b8487713421a4006,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_004,2886651,2016寒假社会实践报告,记叙文,叙事作文,高中,高一,2016-02-14,作文网原创,https://www.zuowen.com/e/20160214/56c08038b4bea.shtml,近似,78,343,233,0.4721030042918455,1.3362081350299253,False,False,True,22e91e941b3844c60f3ddabd9ad4a922d1b1e7d9376309649ed9bcf92f6a525d,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_005,3098564,我的假期生活,记叙文,叙事作文,高中,高一,2020-09-08,网络资源,https://www.zuowen.com/e/20200908/5f5744ab3d019.shtml,精确,121,403,247,0.631578947368421,1.894986082406076,False,False,True,b381af304072968d6672420448333c40bc9c1263fd6ade6e1f17e8a9390b17f9,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_006,1230474,人教版高中第一册三单元作文：我的假期生活（3）,记叙文,,高中,未标注,2009-11-19,网络资源,https://www.zuowen.com/e/20091119/4b8bd529b84aa.shtml,精确,120,414,256,0.6171875,1.9192807757702566,False,False,False,5d4f2d2aecbd734e8413505fef40427c6d97f2960efbb49aa2d01f7bb74874f9,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_007,1230447,人教版高中第一册三单元作文：我的假期生活（2）,记叙文,,高中,未标注,2009-11-19,网络资源,https://www.zuowen.com/e/20091119/4b8bd529a5364.shtml,精确,121,454,276,0.644927536231884,2.162227709412061,False,False,False,788bdbfc0b75bc186e35eac047e9c96a0e470a897e4bce1a9fcae0e846e81843,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_008,1657619,人教版高中第二册第二单元作文：令我难忘的一件事,记叙文,,高中,未标注,2010-06-10,百度文库,https://www.zuowen.com/e/20100610/4c1096a39a5c6.shtml,宽泛,32,471,339,0.3893805309734513,1.6034497620359105,False,False,False,6e71a43558a05320d9eb43c5bdc54aea0b1d4bb9c7e7e255645f791faa15e334,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_009,2310766,爱,记叙文,叙事作文,高中,高三,2012-08-28,作文网原创,https://www.zuowen.com/e/20120828/503ba74c18297.shtml,宽泛,37,480,325,0.47692307692307695,1.8828387357239857,False,False,False,acf7ea0e1ac859109b1bbf1057e8da66b23c9b4f6417e2a86cd1b86ee081d7dd,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_010,1258756,人教版高中第三册四单元作文：一次难忘的飞机旅行,记叙文,,高中,未标注,2009-06-28,网络,https://www.zuowen.com/e/20090628/4b8bd57953348.shtml,扩展,49,486,315,0.5428571428571428,2.0771962826374297,False,False,False,e388d8390aa94bad73ede22edddd2e97ec60fd4b1b091b39009686abb8d73ab9,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_011,1657911,人教版高中第六册三单元作文：一件难忘的事（1）,记叙文,,高中,未标注,2010-06-10,作文网,https://www.zuowen.com/e/20100610/4c10af4ca7d19.shtml,宽泛,32,490,361,0.3573407202216066,1.56700772198964,False,False,False,1e4176917b5a9c28dff9c6577d3903f50d1b198d54cc9c7dbbbc4b98e1d97c29,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_012,968123,快乐的春游,记叙文,叙事作文,高中,高二,2009-09-09,网络资源,https://www.zuowen.com/e/20090909/4b8bcf895df90.shtml,扩展,52,500,306,0.6339869281045751,2.3565852563255048,False,False,False,38da9acb22a61e966cc28fc05832c1323477489c80a61fcde1e6f176595e56ea,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_013,983456,初中生活的回忆,记叙文,叙事作文,高中,高二,2009-09-12,网络资源,https://www.zuowen.com/e/20090912/4b8bcfb56d4e5.shtml,宽泛,36,508,330,0.5393939393939394,2.162227709412061,False,False,False,d1f497c3a009573cde37836a8d245f1d0c11292121b371e4fd1d0fbab40603ea,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_014,1050759,有故事的人,记叙文,叙事作文,高中,高三,2009-09-27,网络资源,https://www.zuowen.com/e/20090927/4b8bd34f5fafa.shtml,宽泛,34,509,332,0.5331325301204819,2.150080362729971,False,False,False,f6b47412f1faccaa41eab1ab1e40546a13c09aee36616b8a2051e7afb9a27825,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_015,1083589,现在的我们,记叙文,叙事作文,高中,高三,2009-10-10,网络资源,https://www.zuowen.com/e/20091010/4b8bd3a8384bf.shtml,近似,80,513,300,0.71,2.587384843285219,False,False,False,1bad666b996f6f80cb3c1048a228d48ae5d4397fb21a30526f12e7920f362e51,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_016,1097044,难忘的小学生活,记叙文,叙事作文,高中,高三,2009-10-14,网络资源,https://www.zuowen.com/e/20091014/4b8bd3cc9d7fe.shtml,宽泛,31,520,336,0.5476190476190477,2.2351117895046024,False,False,False,6c71b21c675849eeaad3dd249f3f43c194947d4cd0916ee77c86ea008b5b3c61,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_017,966936,记忆的深处,记叙文,叙事作文,高中,高二,2009-09-09,网络资源,https://www.zuowen.com/e/20090909/4b8bcf86565c2.shtml,宽泛,34,545,355,0.5352112676056338,2.307995869597144,False,False,False,3c6668c890e834f1e2cdc9621aa5cb8fdf49932d5739742c6595aa0fce6821b9,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_018,1041641,美好的回忆,记叙文,叙事作文,高中,高三,2009-09-24,网络资源,https://www.zuowen.com/e/20090924/4b8bd3398f474.shtml,宽泛,43,571,364,0.5686813186813187,2.514500763192678,False,False,False,e8aea243ea9bcf2b98264069ef0404ba827e3f2dfbc905cb2b1dc201d99c1ef1,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_019,2787160,在 汗 水 中 成 长 ——军训感悟,记叙文,叙事作文,高中,高一,2015-09-07,作文网原创,https://www.zuowen.com/e/20150907/55ed4aa510232.shtml,宽泛,38,577,382,0.5104712041884817,2.368732603007595,False,False,True,a7c39ee6f873e7344950e9ff032e7caa8415022071b4e0f9f713a751f4e9e6af,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_020,1753632,师恩难忘,记叙文,叙事作文,高中,高三,2010-09-27,作文网,https://www.zuowen.com/e/20100927/4ca06d90689c5.shtml,宽泛,29,585,369,0.5853658536585366,2.62382688333149,False,False,False,fd157a779556755cd13d6ee10bf416180ac54c01dc2c31c42f86102d7bdf409a,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_021,2929083,庆第30个教师节，记难忘的夜自修,记叙文,叙事作文,高中,高一,2016-09-06,作文网高中作文文库（作文网原创）,https://www.zuowen.com/e/20160906/57ce6bd92dc6c.shtml,宽泛,41,589,405,0.454320987654321,2.2351117895046024,False,False,True,036acb9fa3128aec938c206cca9eaeaeb702a9c131570bfd91113f8971ff5dc2,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_022,3082275,人教版高中第一册四单元作文：一件难忘的事,记叙文,,高中,未标注,2020-05-20,本站原创,https://www.zuowen.com/e/20200520/5ec52205a0357.shtml,宽泛,28,592,434,0.3640552995391705,1.9192807757702566,False,False,True,a3915968a6816f7546b730f1757f1051e3c2fe249e3cfa176425242971327a2d,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_023,3082283,人教版高中第一册四单元作文：难忘的一件事,记叙文,,高中,未标注,2020-05-20,本站原创,https://www.zuowen.com/e/20200520/5ec523a6494d5.shtml,宽泛,36,602,450,0.3377777777777778,1.8463966956777151,False,False,True,7d7d9884b5232c8593acf722291cdd3f15f94fb8e2235f776f291c4f5eb16165,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_024,1031173,泛潮的记忆,记叙文,叙事作文,高中,高二,2009-09-22,网络资源,https://www.zuowen.com/e/20090922/4b8bd31c85984.shtml,宽泛,35,606,382,0.5863874345549738,2.7210056567882117,False,False,False,ac1a15ce1cb43bf9ee1492b32ad1777773e3dbad087fa84e30b611432abaf1b9,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_025,2119070,父爱伴随我成长,记叙文,叙事作文,高中,高三,2011-11-14,作文网原创,https://www.zuowen.com/e/20111114/4ec0715b1d94d.shtml,宽泛,26,608,386,0.5751295336787565,2.696710963424031,False,False,False,4162814a54827926fa9104199bf06740a79552cff5d2d88673225eb0407dc158,自动筛选通过，待全文人工复核
NJ2,J2,我的一个假期,NJ2_026,1435668,难忘的经历,记叙文,叙事作文,高中,高三,2010-02-11,本站原创,https://www.zuowen.com/e/20100211/4b8bd73d3f59a.shtml,宽泛,44,611,395,0.5468354430379747,2.62382688333149,False,False,False,208cccc9915fb3a6caa9898aa12b371b53c04f66894db6b21318d7e9b2d61e92,自动筛选通过，待全文人工复核
